gml:id,gml:metaDataProperty,gml:description,gml:name,gml:boundedBy,gml:location,erl:identifier,erl:name,erl:mineralOccurrenceType,erl:commodity,erl:mineName,erl:geologicHistory,erl:hostGeologicUnit,erl:mineralDepositModel,erl:mineralOccurrenceShape,erl:explorationActivityType,erl:explorationActivityDuration,erl:explorationResult,erl:observationMethod,erl:positionalAccuracy,erl:source,erl:mineralOccurrenceType_uri,erl:representativeCommodity_uri,erl:mine_uri,erl:hostGeologicUnit_uri,erl:mineralDepositModel_uri,erl:representativeAge_uri,erl:representativeOlderAge_uri,erl:representativeYoungerAge_uri,erl:specification_uri,erl:shape
ga.erl.mineraloccurrenceview.364416,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/364416,Otto Bore,deposit,Gold,Otto Bore,,,,,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/364416,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/364416,POINT (121.02170000000001 -28.096730023179244)
ga.erl.mineraloccurrenceview.364418,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/364418,Wilgeena,deposit,Gold,Wilgeena,,,,,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/364418,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/364418,POINT (118.84690000000002 -25.704800019202434)
ga.erl.mineraloccurrenceview.364445,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/364445,Tripitaka,deposit,"Zircon, (Rutile, Ilmenite, Leucoxene)",Tripitaka,,,,,,,,"company supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/zircon,http://pid.geoscience.gov.au/id/feature/ga/er/mine/364445,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/364445,POINT (132.8 -31.550000028798493)
ga.erl.mineraloccurrenceview.364690,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/364690,Calzoni,deposit,Gold,Calzoni,,,,,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/364690,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/364690,POINT (119.01420000000002 -31.952350029423545)
ga.erl.mineraloccurrenceview.364692,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/364692,Learys Lament,deposit,Gold,Learys Lament,,,,,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/364692,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/364692,POINT (119.00200000000001 -31.918730029371662)
ga.erl.mineraloccurrenceview.364695,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/364695,Maori Lass,deposit,Gold,Maori Lass,,,,,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/364695,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/364695,POINT (119.3201 -31.246770028321915)
ga.erl.mineraloccurrenceview.364818,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/364818,Newminster,deposit,Gold,Newminster,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Barra Resources Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/364818,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/364818,POINT (120.96090000000001 -30.61060002730838)
ga.erl.mineraloccurrenceview.364820,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/364820,Newhaven,deposit,Gold,Newhaven,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Barra Resources Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/364820,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/364820,POINT (120.966 -30.612900027312072)
ga.erl.mineraloccurrenceview.364822,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/364822,Bacchus Gift,deposit,Gold,Bacchus Gift,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Barra Resources Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/364822,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/364822,POINT (120.96380000000002 -30.610300027307897)
ga.erl.mineraloccurrenceview.364834,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/364834,Orebody 24,deposit,"Iron, Iron ore",Orebody 24,,,,,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,http://pid.geoscience.gov.au/id/feature/ga/er/mine/364834,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/364834,POINT (119.79245 -23.30005001532626)
ga.erl.mineraloccurrenceview.364835,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/364835,Orebody 23,deposit,"Iron, Iron ore",Orebody 23,,,,,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,http://pid.geoscience.gov.au/id/feature/ga/er/mine/364835,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/364835,POINT (119.84891000000003 -23.315860015351017)
ga.erl.mineraloccurrenceview.364836,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/364836,Orebody 35,deposit,"Iron, Iron ore",Orebody 35,,,,,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,http://pid.geoscience.gov.au/id/feature/ga/er/mine/364836,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/364836,POINT (119.65726 -23.389650015466664)
ga.erl.mineraloccurrenceview.407951,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/407951,Pardoo-Ridley (Atlas Iron),deposit,", (Iron, Iron ore)",Pardoo-Ridley (Atlas Iron),,,,,,,,method unknown,2000 metres,Atlas Iron Ltd,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,http://pid.geoscience.gov.au/id/feature/ga/er/mine/407951,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/407951,POINT (119.11800000000001 -20.256000010826295)
ga.erl.mineraloccurrenceview.407953,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/407953,Wilgerup North,deposit,", (Iron, Iron ore)",Wilgerup North,,,,,,,,method unknown,999 metres,Centrex Metals Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,http://pid.geoscience.gov.au/id/feature/ga/er/mine/407953,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/407953,POINT (135.858 -33.74800003209143)
ga.erl.mineraloccurrenceview.407955,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/407955,Balmoral Southern Block (Australasian Resources Ltd),deposit,", (Iron, Iron ore)",Balmoral Southern Block (Australasian Resources Ltd),,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,http://pid.geoscience.gov.au/id/feature/ga/er/mine/407955,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/407955,POINT (116.123 -21.144420012078996)
ga.erl.mineraloccurrenceview.407981,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/407981,The Dam,deposit,"Copper, Gold, (Molybdenum)",The Dam,Paleozoic,,,,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/407981,,,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/407981,POINT (147.4701 -34.32650003290098)
ga.erl.mineraloccurrenceview.408249,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/408249,Bird in Hand,deposit,Gold,Bird in Hand,Proterozoic,,,,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/408249,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/408249,POINT (138.9079 -34.95720003375141)
ga.erl.mineraloccurrenceview.408370,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/408370,Gambia-Camelia,deposit,Gold,Gambia-Camelia,Archean,,,,,,,satellite image,999 metres,KalNorth Gold Mines Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/408370,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/408370,POINT (121.9475 -30.40690002698034)
ga.erl.mineraloccurrenceview.408372,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/408372,Wombola Pit,deposit,Gold,Wombola Pit,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Silver Lake Resources Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/408372,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/408372,POINT (121.83170000000001 -30.998700027928788)
ga.erl.mineraloccurrenceview.408446,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/408446,Duplex Hill South,deposit,Gold,Duplex Hill South,,,,,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/408446,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/408446,POINT (121.78549999999998 -31.00528002793925)
ga.erl.mineraloccurrenceview.408448,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/408448,Sinclair,deposit,"Nickel, Copper",Sinclair,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,http://pid.geoscience.gov.au/id/feature/ga/er/mine/408448,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/408448,POINT (120.86449999999999 -28.366460023628093)
ga.erl.mineraloccurrenceview.408589,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/408589,Crocker Well,deposit,"Uranium, (Thorium, Uranium oxide)",Crocker Well,Proterozoic,,,,,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/408589,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/408589,POINT (139.813 -32.02000002952778)
ga.erl.mineraloccurrenceview.408594,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/408594,Radium Ridge,deposit,"Uranium, Uranium oxide",Radium Ridge,Paleozoic,,,,,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/408594,,,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/408594,POINT (139.315 -30.223000026682865)
ga.erl.mineraloccurrenceview.408595,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/408595,Armchair-Streitberg,deposit,"Uranium, Uranium oxide",Armchair-Streitberg,Proterozoic,,,,,,,"State or NT agency supplied location, method unknown",50 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/408595,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/408595,POINT (139.365917 -30.202140026649047)
ga.erl.mineraloccurrenceview.408596,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/408596,Hodgkinson,deposit,"Uranium, Uranium oxide",Hodgkinson,Paleozoic,,,,,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/408596,,,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/408596,POINT (139.41 -30.19000002662935)
ga.erl.mineraloccurrenceview.408597,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/408597,Yuinmery,deposit,"Uranium, Copper, Gold, (Silver, Uranium oxide)",Yuinmery,Cenozoic,,,,,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/408597,,,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/408597,POINT (119.10000000000002 -28.564000023956336)
ga.erl.mineraloccurrenceview.408598,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/408598,Thatcher Soak,deposit,"Uranium, Uranium oxide",Thatcher Soak,Proterozoic,,,,,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/408598,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/408598,POINT (123.579 -28.02500002305977)
ga.erl.mineraloccurrenceview.408599,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/408599,Lake Mason,deposit,"Uranium, Uranium oxide",Lake Mason,Cenozoic,,,,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/408599,,,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/408599,POINT (119.37980000000003 -27.779100022649992)
ga.erl.mineraloccurrenceview.408600,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/408600,Nowthanna,deposit,"Uranium, Uranium oxide",Nowthanna,Cenozoic,,,,,,,method unknown,500 metres,Toro Energy Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/408600,,,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/408600,POINT (118.67 -27.0700000214677)
ga.erl.mineraloccurrenceview.408601,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/408601,Centipede and Millipede,deposit,"Uranium, Uranium oxide",Centipede and Millipede,Cenozoic,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Toro Energy Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/408601,,,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/408601,POINT (120.35900000000001 -26.58000002065197)
ga.erl.mineraloccurrenceview.408603,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/408603,Napperby,deposit,"Uranium, Uranium oxide",Napperby,Cenozoic,,,,,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/408603,,,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/408603,POINT (132.65 -22.91700001473039)
ga.erl.mineraloccurrenceview.408607,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/408607,Cadia East,deposit,"Copper, Gold, (Silver)",Cadia East,Paleozoic,,,,,,,"company supplied location, method unknown",500 metres,Newcrest Mining Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/408607,,,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/408607,POINT (149.0123 -33.46500003168582)
ga.erl.mineraloccurrenceview.408634,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/408634,Prospect Claim,deposit,Gold,Prospect Claim,Paleoproterozoic,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Newmarket Gold Inc,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/408634,,,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/408634,POINT (131.7852 -13.707300003635966)
ga.erl.mineraloccurrenceview.428943,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/428943,Ivy Ann,deposit,"Gold, Copper",Ivy Ann,Proterozoic,,,,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/428943,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/428943,POINT (140.2881 -20.422100011056234)
ga.erl.mineraloccurrenceview.429012,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/429012,Mount Victoria (U),deposit,"Uranium, Uranium oxide",Mount Victoria (U),,,,,,,,"company supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/429012,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/429012,POINT (139.833333 -31.9333330293942)
ga.erl.mineraloccurrenceview.429068,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/429068,Endurance,deposit,"Zircon, Rutile, (Tin oxide/cassiterite)",Endurance,,,,,,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,,http://pid.geoscience.gov.au/id/feature/ga/er/mine/429068,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/429068,POINT (147.97401111 -41.00272503970901)
ga.erl.mineraloccurrenceview.429070,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/429070,Pioneer,deposit,"Tin oxide/cassiterite, Zircon, Rutile",Pioneer,,,,,,,,"State or NT agency supplied location, method unknown",,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,,http://pid.geoscience.gov.au/id/feature/ga/er/mine/429070,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/429070,POINT (147.92386667000002 -41.07340003975104)
ga.erl.mineraloccurrenceview.429074,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/429074,Braithwaites,deposit,"Tin oxide/cassiterite, Zircon, Rutile",Braithwaites,,,,,,,,"State or NT agency supplied location, method unknown",,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,,http://pid.geoscience.gov.au/id/feature/ga/er/mine/429074,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/429074,POINT (147.95107 -40.89571947964403)
ga.erl.mineraloccurrenceview.429091,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/429091,Bickham,deposit,Coal - black,Bickham,,,,,,,,method unknown,999 metres,Bickham Coal Company,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/429091,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/429091,POINT (150.918 -31.844000029256076)
ga.erl.mineraloccurrenceview.429144,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/429144,Lenton,deposit,Coal - black,Lenton,,,,,,,,"State or NT agency supplied location, method unknown",999 metres,New Hope Group,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/429144,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/429144,POINT (148.12 -21.560000012683474)
ga.erl.mineraloccurrenceview.429148,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/429148,Saraji East,deposit,Coal - black,Saraji East,,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/429148,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/429148,POINT (148.368 -22.458000014026293)
ga.erl.mineraloccurrenceview.429151,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/429151,Bee Creek (New Hope),deposit,Coal - black,Bee Creek (New Hope),,,,,,,,"State or NT agency supplied location, method unknown",999 metres,New Hope Group,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/429151,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/429151,POINT (148.49 -21.66000001283059)
