gml:id,gml:metaDataProperty,gml:description,gml:name,gml:boundedBy,gml:location,erl:identifier,erl:name,erl:mineralOccurrenceType,erl:commodity,erl:mineName,erl:geologicHistory,erl:hostGeologicUnit,erl:mineralDepositModel,erl:mineralOccurrenceShape,erl:explorationActivityType,erl:explorationActivityDuration,erl:explorationResult,erl:observationMethod,erl:positionalAccuracy,erl:source,erl:mineralOccurrenceType_uri,erl:representativeCommodity_uri,erl:mine_uri,erl:hostGeologicUnit_uri,erl:mineralDepositModel_uri,erl:representativeAge_uri,erl:representativeOlderAge_uri,erl:representativeYoungerAge_uri,erl:specification_uri,erl:shape
ga.erl.mineraloccurrenceview.333286,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333286,Bethanga,deposit,"Gold, Copper",Bethanga,Late Ordovician,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333286,,,http://resource.geosciml.org/classifier/ics/ischart/UpperOrdovician,http://resource.geosciml.org/classifier/ics/ischart/UpperOrdovician,http://resource.geosciml.org/classifier/ics/ischart/UpperOrdovician,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333286,POINT (147.0912532067 -36.11538786941665)
ga.erl.mineraloccurrenceview.333287,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333287,Cadjebut,deposit,"Lead, Zinc, (Silver)",Cadjebut,Late Paleozoic,,,,,,,method unknown,10 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333287,,,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://resource.geosciml.org/classifier/ics/ischart/Devonian,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333287,POINT (125.9680198754 -18.710840540389054)
ga.erl.mineraloccurrenceview.333288,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333288,Honeymoon,deposit,"Uranium, Uranium oxide",Honeymoon,Cenozoic,,,,,,,method unknown,50 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333288,,,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333288,POINT (140.6623645096 -31.740950444496217)
ga.erl.mineraloccurrenceview.333289,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333289,Hamersley Iron - Marandoo,deposit,"Iron, Iron ore",Hamersley Iron - Marandoo,Precambrian,,,,,,,method unknown,100 metres,Rio Tinto Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333289,,,http://resource.geosciml.org/classifier/ics/ischart/Precambrian,http://resource.geosciml.org/classifier/ics/ischart/Precambrian,http://resource.geosciml.org/classifier/ics/ischart/Precambrian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333289,POINT (118.13859913130001 -22.63545579789717)
ga.erl.mineraloccurrenceview.333290,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333290,Mount Gunson,deposit,"Copper, Cobalt, (Silver)",Mount Gunson,Neoproterozoic,,,,,,,"State or NT agency supplied location, method unknown",10 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333290,,,http://resource.geosciml.org/classifier/ics/ischart/Neoproterozoic,http://resource.geosciml.org/classifier/ics/ischart/Neoproterozoic,http://resource.geosciml.org/classifier/ics/ischart/Neoproterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333290,POINT (137.17200499999998 -31.449941028641735)
ga.erl.mineraloccurrenceview.333291,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333291,New Occidental,deposit,"Gold, Copper",New Occidental,Early Devonian,,,,,,,"company supplied location, method unknown",500 metres,New Gold Incorporated,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333291,,,http://resource.geosciml.org/classifier/ics/ischart/LowerDevonian,http://resource.geosciml.org/classifier/ics/ischart/LowerDevonian,http://resource.geosciml.org/classifier/ics/ischart/LowerDevonian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333291,POINT (145.864 -31.540300028783307)
ga.erl.mineraloccurrenceview.333292,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333292,Palmer River,deposit,Gold,Palmer River,Cenozoic,,,,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333292,,,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333292,POINT (143.466504377 -15.877115193283235)
ga.erl.mineraloccurrenceview.333293,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333293,Pamela,deposit,Uranium,Pamela,Carboniferous,,,,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333293,,,http://resource.geosciml.org/classifier/ics/ischart/Carboniferous,http://resource.geosciml.org/classifier/ics/ischart/Carboniferous,http://resource.geosciml.org/classifier/ics/ischart/Carboniferous,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333293,POINT (133.92000554769996 -23.877110352236894)
ga.erl.mineraloccurrenceview.333294,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333294,Randalls,deposit,Gold,Randalls,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Silver Lake Resources Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333294,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333294,POINT (122.21230000000001 -31.045200028002704)
ga.erl.mineraloccurrenceview.333295,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333295,Robe River,deposit,Iron,Robe River,Cenozoic,,,,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333295,,,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333295,POINT (116.500041376 -21.714372800510837)
ga.erl.mineraloccurrenceview.333296,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333296,Whim Creek,deposit,"Gold, Copper, Zinc, (Lead, Silver)",Whim Creek,Archean,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333296,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333296,POINT (117.83058339250002 -20.843730042448815)
ga.erl.mineraloccurrenceview.333298,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333298,Mount Sholl,deposit,"Nickel, Copper, Platinum group elements, Palladium, Platinum, Cobalt, Iridium",Mount Sholl,Archean,,,,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333298,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333298,POINT (116.8861429727 -20.91675889055272)
ga.erl.mineraloccurrenceview.333299,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333299,Halls Reward,deposit,"Copper, Silver, Gold",Halls Reward,Proterozoic,,,,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333299,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333299,POINT (144.9854956019 -18.91656852334926)
ga.erl.mineraloccurrenceview.333300,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333300,O.K.,deposit,"Silver, Gold, Copper",O.K.,Devonian,,,,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333300,,,http://resource.geosciml.org/classifier/ics/ischart/Devonian,http://resource.geosciml.org/classifier/ics/ischart/Devonian,http://resource.geosciml.org/classifier/ics/ischart/Devonian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333300,POINT (144.2461003238 -16.60160420363333)
ga.erl.mineraloccurrenceview.333301,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333301,Liontown,deposit,"Zinc, Gold, Lead, Copper, (Silver)",Liontown,Ordovician,,,,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333301,,,http://resource.geosciml.org/classifier/ics/ischart/Ordovician,http://resource.geosciml.org/classifier/ics/ischart/Ordovician,http://resource.geosciml.org/classifier/ics/ischart/Ordovician,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333301,POINT (146.0678 -20.409500011038723)
ga.erl.mineraloccurrenceview.333302,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333302,Blinman,deposit,Copper,Blinman,Proterozoic,,,,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333302,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333302,POINT (138.67577918990003 -31.086060575067556)
ga.erl.mineraloccurrenceview.333303,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333303,Canoona,deposit,Gold,Canoona,Paleozoic,,,,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333303,,,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333303,POINT (150.2585344034 -23.040912396222346)
ga.erl.mineraloccurrenceview.333304,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333304,Goodall,deposit,Gold,Goodall,Paleoproterozoic,,,,,,,"satellite image, Google",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333304,,,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333304,POINT (131.3731 -13.211300003254506)
ga.erl.mineraloccurrenceview.333306,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333306,Myuna,deposit,Coal - black,Myuna,Guadalupian,,,,,,,method unknown,2000 metres,Banpu Public Company Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333306,,,http://resource.geosciml.org/classifier/ics/ischart/Guadalupian,http://resource.geosciml.org/classifier/ics/ischart/Guadalupian,http://resource.geosciml.org/classifier/ics/ischart/Guadalupian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333306,POINT (151.56873834810003 -33.06011106189522)
ga.erl.mineraloccurrenceview.333307,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333307,Oaklands,deposit,Coal - black,Oaklands,Permian,,,,,,,method unknown,2000 metres,Yancoal Australia Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333307,,,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333307,POINT (146.2178545015 -35.478704052527306)
ga.erl.mineraloccurrenceview.333308,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333308,Jellinbah East,deposit,Coal - black,Jellinbah East,Guadalupian,,,,,,,"State or NT agency supplied location, method unknown",100 metres,"Sojitz Corporation, Marubeni Corporation, Anglo American Plc, Zashvin Pty. Ltd.",http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333308,,,http://resource.geosciml.org/classifier/ics/ischart/Guadalupian,http://resource.geosciml.org/classifier/ics/ischart/Guadalupian,http://resource.geosciml.org/classifier/ics/ischart/Guadalupian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333308,POINT (148.950644 -23.406874015493703)
ga.erl.mineraloccurrenceview.333309,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333309,Kevins Corner,deposit,Coal - black,Kevins Corner,Guadalupian,,,,,,,method unknown,2000 metres,GVK Power & Infrastructure,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333309,,,http://resource.geosciml.org/classifier/ics/ischart/Guadalupian,http://resource.geosciml.org/classifier/ics/ischart/Guadalupian,http://resource.geosciml.org/classifier/ics/ischart/Guadalupian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333309,POINT (146.4441896729 -23.052835388640858)
ga.erl.mineraloccurrenceview.333310,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333310,Paradise North,deposit,", (Phosphorous oxide, Phosphate)",Paradise North,Cambrian,,,,,,,method unknown,2000 metres,Legend International Holdings Inc,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333310,,,http://resource.geosciml.org/classifier/ics/ischart/Cambrian,http://resource.geosciml.org/classifier/ics/ischart/Cambrian,http://resource.geosciml.org/classifier/ics/ischart/Cambrian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333310,POINT (139.0860140376 -19.597052844434497)
ga.erl.mineraloccurrenceview.333311,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333311,Wonarah,deposit,", (Phosphorous oxide, Phosphate)",Wonarah,Cambrian,,,,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333311,,,http://resource.geosciml.org/classifier/ics/ischart/Cambrian,http://resource.geosciml.org/classifier/ics/ischart/Cambrian,http://resource.geosciml.org/classifier/ics/ischart/Cambrian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333311,POINT (136.3300085906 -19.89708662463645)
ga.erl.mineraloccurrenceview.333312,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333312,Copper Blonde,deposit,Copper,Copper Blonde,Proterozoic,,,,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333312,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333312,POINT (140.0680180544 -20.473033258327145)
ga.erl.mineraloccurrenceview.333313,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333313,Even Steven,deposit,Copper,Even Steven,Proterozoic,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333313,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333313,POINT (140.0141979816 -20.90055967812964)
ga.erl.mineraloccurrenceview.333314,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333314,Springs,deposit,Copper,Springs,Proterozoic,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333314,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333314,POINT (140.0061969058 -20.87855977959833)
ga.erl.mineraloccurrenceview.333315,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333315,Western,deposit,"Copper, Gold",Western,Proterozoic,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333315,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333315,POINT (139.9061887287 -20.17456404751431)
ga.erl.mineraloccurrenceview.333318,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333318,Nolans,deposit,Gold,Nolans,Pennsylvanian,,,,,,,method unknown,2000 metres,Resolute Mining Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333318,,,http://resource.geosciml.org/classifier/ics/ischart/Pennsylvanian,http://resource.geosciml.org/classifier/ics/ischart/Pennsylvanian,http://resource.geosciml.org/classifier/ics/ischart/Pennsylvanian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333318,POINT (146.8829782212 -20.096941725608026)
ga.erl.mineraloccurrenceview.333319,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333319,Bulletin - Henry 5 - Woodley,deposit,Gold,Bulletin - Henry 5 - Woodley,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Blackham Resources Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333319,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333319,POINT (120.24670000000003 -26.615000020710156)
ga.erl.mineraloccurrenceview.333320,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333320,Wallaby,deposit,Gold,Wallaby,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Gold Fields Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333320,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333320,POINT (122.3055 -28.851800024433587)
ga.erl.mineraloccurrenceview.333321,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333321,Hawkwood,deposit,"Iron ore, Iron, Titanium dioxide, Vanadium, Magnetite",Hawkwood,,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333321,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333321,POINT (150.852836855 -25.788082611939796)
ga.erl.mineraloccurrenceview.333322,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333322,Kennedy Gap,deposit,"Iron ore, (Iron)",Kennedy Gap,,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333322,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333322,POINT (120.33635861829998 -20.588464286188547)
ga.erl.mineraloccurrenceview.333323,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333323,Iguana (South Ida Shear),deposit,Gold,Iguana (South Ida Shear),Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Ora Banda Mining Ltd,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333323,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333323,POINT (120.66189999999999 -30.49500002712241)
ga.erl.mineraloccurrenceview.333324,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333324,Nicholas Downs,deposit,"Manganese ore, (Manganese)",Nicholas Downs,,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333324,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333324,POINT (120.89428137580002 -22.773894207109667)
ga.erl.mineraloccurrenceview.333325,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333325,Bluff,deposit,Copper,Bluff,Proterozoic,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333325,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333325,POINT (137.7847882073 -17.181329538368644)
ga.erl.mineraloccurrenceview.333326,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333326,Mount Madden,deposit,Gold,Mount Madden,,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333326,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333326,POINT (145.434405788 -16.995486761061624)
ga.erl.mineraloccurrenceview.333327,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333327,Kangaroo Bore,deposit,Gold,Kangaroo Bore,,,,,,,,method unknown,100 metres,Legacy Iron Ore Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333327,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333327,POINT (122.4647210945 -29.43606562669781)
